museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,email,twitter,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
804,"Museo Nacional de San Carlos","Arte","1968-06-12","Secretaría de Cultura/INBA",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Puente de Alvarado 50","Col. Tabacalera","06030","(55) 8647 5800 al 03","http://www.mnsancarlos.com/","https://www.facebook.com/difusion.mnsc/","mnsc@inba.gob.mx","MNacSanCarlos",-99.15188,19.43822,"http://sic.gob.mx/ficha.php?table=museo&table_id=804","2020-04-22 15:01:02-05"
883,"Museo de la Charrería","Historia","1973-01-01","Federación Mexicana de Charrería, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Isabel la Católica 108 esq. Izazaga","Centro Histórico","06080","55 5709 4823, 55 5709 5032","https://www.facebook.com/pages/Museo-de-la-Charrer%C3%ADa/709169222436952","","fedmexch@prodigy.net.mx","",-99.13716,19.42602,"http://sic.gob.mx/ficha.php?table=museo&table_id=883","2020-04-23 03:54:07-05"
1469,"Museo del Objeto del Objeto (MODO)","Arte","2010-10-21","Museo del Objeto del Objeto, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Colima 145","Col. La Roma","06700","55 5533 9637","http://elmodo.mx","","mhuerta@elmodo.mx; contacto@elmodo.mx","MUSEOMODO",-99.15904,19.42009,"http://sic.gob.mx/ficha.php?table=museo&table_id=1469","2020-04-22 15:03:30-05"
1212,"Museo Mexicano del Diseño (MUMEDI)","Arte","2002-01-01","Fundación Mumedi, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Francisco I. Madero 74","Centro Histórico","06000","55 5510 8609","http://www.mumedi.org/","","info@mumedi.org","MUMEDIAmigos",-99.1346,19.43333,"http://sic.gob.mx/ficha.php?table=museo&table_id=1212","2020-10-08 15:17:39-05"
705,"Museo Nacional de la Revolución","Historia","1986-11-20","Secretaría de Cultura de la Ciudad de México",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Plaza de la República s/n","Col. Tabacalera","06030","55 5546 2115","http://www.cultura.cdmx.gob.mx/recintos/mnr","https://www.facebook.com/museorevolucion","mnr.difusion@gmail.com","museorevolucion",-99.15445,19.43615,"http://sic.gob.mx/ficha.php?table=museo&table_id=705","2020-04-22 15:20:09-05"
1600,"Museo Memorial del 68","Historia","2007-10-22","UNAM/Centro Cultural Universitario Tlatelolco",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Ricardo Flores Magón 1","Col. Nonoalco Tlatelolco","06995","55 5117 2818 ext. 49691","https://www.timeoutmexico.mx/ciudad-de-mexico/arte/m68-memorial-del-68-museo-de-los-movimientos-sociales","https://www.facebook.com/groups/703694573032898/","ccutlatelolco@gmail.com","",-99.13712,19.44988,"http://sic.gob.mx/ficha.php?table=museo&table_id=1600","2020-04-23 11:53:28-05"
2008,"Museo Vizcaínas","Historia","1996-04-25","Colegio de San Ignacio de Loyola Vizcaínas IAP",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Vizcaínas 21","Centro Histórico","06080","(55) 5130 7123","http://colegiovizcainas.edu.mx/museo","https://es-la.facebook.com/pg/MuseoVizcainas/about/?ref=page_internal","museo@vizcainas.mx","MuseoVizcainas",-99.1407,19.42869,"http://sic.gob.mx/ficha.php?table=museo&table_id=2008","2020-04-23 15:11:18-05"
706,"Museo de Sitio de la Secretaría de Educación Pública","Arqueología","1994-08-19","Secretaría de Educación Pública",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Repúbica de Argentina 28","Centro","06020","55 3601 1000 exts. 51238","","http://www.travelbymexico.com/ciudaddemexico/atractivos/index.php?nom=edfemussep","museodesitiosep@sep.gob.mx","",-99.13184,19.43684,"http://sic.gob.mx/ficha.php?table=museo&table_id=706","2020-04-23 16:32:45-05"
796,"Museo de la Caricatura (en proceso de restauración)","Arte","1987-03-19","Sociedad Mexicana de Caricaturistas, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Donceles 99","Centro Histórico","06020","55 5704 0459","http://www.dis.uia.mx/grupos/2015p/compint2_a/luis/proyectofinal/","https://www.facebook.com/museodelacaricatura","museodelacaricatura2014@gmail.com","",-99.13266,19.4357,"http://sic.gob.mx/ficha.php?table=museo&table_id=796","2020-04-23 17:12:58-05"
1780,"Museo del Bicentenario ","Historia","2010-10-12","Torre Latinoamericana",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Eje Central Lázaro Cárdenas 2 piso 36","Centro","06000","(55) 5518 7423 ext. 416302","http://torrelatinoamericana.com.mx/museo-bicentenario/","","rhernandez@torrelatino.com","",-99.14075,19.43377,"http://sic.gob.mx/ficha.php?table=museo&table_id=1780","2020-04-23 12:06:16-05"
768,"Antiguo Colegio de San Ildefonso","Arte","1994-03-14","UNAM/Secretaría de Cultura/Gobierno de la Ciudad de México",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Justo Sierra 16","Centro Histórico","06020","55 3602 0010 y 12","http://www.sanildefonso.org.mx/","https://www.facebook.com/AntiguoColegiodeSanIldefonso/info","informes@sanildefonso.org.mx","SanIldefonsoMx",-99.13051,19.43601,"http://sic.gob.mx/ficha.php?table=museo&table_id=768","2020-04-23 15:29:53-05"
854,"Palacio de Cultura Banamex (Palacio de Iturbide)","Arte","1971-11-15","Fomento Cultural Banamex, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Francisco I. Madero 17","Centro Histórico","06000","(55) 1226 0124","http://fomentoculturalbanamex.org/","https://www.facebook.com/fomentoculturalbanamex/","contacto@fomentoculturalbanamex.org","FomentoCulturAC ",-99.13899,19.43361,"http://sic.gob.mx/ficha.php?table=museo&table_id=854","2020-04-23 12:07:55-05"
733,"Museo Recinto Homenaje a Cuauhtémoc","Arte","1999-01-01","Secretaría de Cultura/INAH",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Paseo de la Reforma Nte. 630","U.H. Nonoalco-Tlaltelolco, 3ra. Sección","06300","55 5782 7290","","","za.tlatelolco@inah.gob.mx","",-99.13416,19.44997,"http://sic.gob.mx/ficha.php?table=museo&table_id=733","2020-04-23 12:45:17-05"
382,"Museo Universitario del Chopo","Arte","1975-11-25","UNAM/Coordinación de Difusión Cultural",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Dr. Enrique González Martínez 10","Col. Santa María la Ribera","06400","55 5546 8490, 55 5546 3471","http://www.chopo.unam.mx","","info.chopo@unam.mx; chopo@unam.mx","/museodelchopo",-99.15677,19.44191,"http://sic.gob.mx/ficha.php?table=museo&table_id=382","2020-04-24 11:13:08-05"
811,"Museo Manuel Tolsá","Arte","1999-02-08","UNAM/Facultad de Ingeniería",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Tacuba 5","Centro","06000","55 5623 2981","http://museomanueltolsa.unam.mx/","","teresa.martinez@mineria.unam.mx","PalacioMineria",-99.13926,19.43573,"http://sic.gob.mx/ficha.php?table=museo&table_id=811","2020-04-23 12:54:22-05"
1617,"Museo Galería Nuestra Cocina Duque de Herdez","Especializado","2000-01-01","Fundación Herdez, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Seminario 18","Centro Histórico","06060","55 5522 8860","http://fundacionherdez.com/","","fundacion@herdez.com","Fundacion.Herdezac",-99.1318,19.43366,"http://sic.gob.mx/ficha.php?table=museo&table_id=1617","2020-04-24 11:58:03-05"
1079,"Museo de Sitio Recinto Parlamentario","Historia","1972-01-31","SHCP/Dirección General de Promoción Cultural y Acervo Patrimonial",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Plaza de la Constitución s/n","Centro Histórico","06066","55 3688 1371, 55 3688 1360","","","carlos_mujica@hacienda.gob.mx","",-99.13151,19.43248,"http://sic.gob.mx/ficha.php?table=museo&table_id=1079","2020-04-23 13:01:41-05"
439,"Museo Nacional de Arte (MUNAL)","Arte","1982-07-23","Secretaría de Cultura/INBA",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Tacuba 8","Centro Histórico","06010","(55) 8647 5430 ext. 5035","http://www.munal.mx/en","","atencionalpublico@munal.inba.gob.mx","MUNALmx",-99.13936,19.43622,"http://sic.gob.mx/ficha.php?table=museo&table_id=439","2020-04-24 16:02:30-05"
907,"Museo del Telégrafo","Ciencia y tecnología","2006-11-22","Telecomunicaciones de México (Telecom)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Tacuba 8","Centro","06620","55 5521 9351 ","https://www.gob.mx/telecomm/articulos/museo-del-telegrafo-desde-casa?idiom=es","","museotelegrafo@telecomm.gob.mx","museotelegrafo",-99.13902,19.43613,"http://sic.gob.mx/ficha.php?table=museo&table_id=907","2020-04-23 13:07:51-05"
771,"Ex Teresa Arte Actual","Arte Alternativo","1993-05-26","Secretaría de Cultura/INBAL",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Licenciado Primo Verdad 8","Centro","06060","55 4122 8020","https://inba.gob.mx/recinto/55/ex-teresa-arte-actual","","exteresa.difusion@inba.gob.mx","exteresa",-99.13075,19.43403,"http://sic.gob.mx/ficha.php?table=museo&table_id=771","2021-03-29 15:42:55-06"
691,"Palacio de la Escuela de Medicina","Antropología","1980-12-22","UNAM/Facultad de Medicina",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Rep. de Brasil 33, Plaza Santo Domingo","Centro Histórico","06000","55 5623 3123, 55 5623 3151","","http://pem.facmed.unam.mx","coordinacion.pmed@gmail.com; cejecutivapem@hotmail.com; nuria.diaz@unam.mx","palaciomedicina",-99.13332,19.43789,"http://sic.gob.mx/ficha.php?table=museo&table_id=691","2020-04-28 10:45:52-05"
974,"Museo de Sitio Recinto de Homenaje a Don Benito Juárez","Historia","1957-07-18","Secretaría de Hacienda y Crédito Público (SHCP)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Plaza de la Constitución s/n","Centro","06066","(55) 3688 1371","https://www.gob.mx/shcp/articulos/el-recinto-homenaje-a-don-benito-juarez-es-un-espacio-creado-para-honrar-la-memoria-del-benemerito-de-las-americas?idiom=es","http://www.hacienda.gob.mx/difusion_cultural/recinto_benito_juarez/Paginas/presentacion.aspx","difusioncultural@hacienda.gob.mx","",-99.13156,19.43257,"http://sic.gob.mx/ficha.php?table=museo&table_id=974","2020-04-29 07:41:37-05"
757,"Pinacoteca del Templo La Profesa (cerrada hasta nuevo aviso)","Arte","1988-03-26","Congregación del Oratorio de San Felipe Neri de México",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Isabel la Católica 21","Centro Histórico","06000","(55) 5521 8362","","","pinacotecadelaprofesa@outlook.com","",-99.13633,19.43367,"http://sic.gob.mx/ficha.php?table=museo&table_id=757","2020-04-28 10:19:09-05"
2168,"Museo Foro Valparaíso","","2019-12-15","Banco Nacional de México, S.A.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Venustiano Carranza 60","Centro Histórico","06000","55 1226 4290","https://www.banamex.com/valparaiso/","","valparaiso@citibanamex.com","CitibanamexCS",-99.13628,19.43142,"http://sic.gob.mx/ficha.php?table=museo&table_id=2168","2020-04-29 06:46:30-05"
1337,"Museo Numismático Nacional","Ciencia y tecnología","1998-01-21","SHCP/Casa de Moneda de México",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Apartado 13 y Bolivia s/n","Centro Histórico","06020","(55) 5208 9982","","https://www.gob.mx/cmm/acciones-y-programas/museo-numismatico-nacional-75012","csanchez@cmm.gob.mx; atencionydifusion@cmm.gob.mx","",-99.12994,19.44039,"http://sic.gob.mx/ficha.php?table=museo&table_id=1337","2020-05-04 10:16:04-05"
2110,"Museo del Pulque y las pulquerías","","2019-02-08","Asociación Nacional de Pulquerías Tradicionales, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Hidalgo 107, Ex Convento de San Hipólito","Col. Guerrero","06300","55 7160 4502","https://www.mupyp.mx/es/","","museo@mupyp.mx","mupyp_mx",-99.1474,19.43777,"http://sic.gob.mx/ficha.php?table=museo&table_id=2110","2021-04-19 09:30:23-05"
965,"Museo Casa de Carranza","Historia","1961-02-01","Secretaría de Cultura/INAH",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Río Lerma 35 esq. Río Amazonas","Col. Cuauhtémoc","06500","(55) 5535 2920","http://museocasadecarranza.gob.mx/","","casa_carranza.museo@inah.gob.mx; lorenza_delrio@inah.gob.mx","mcasacarranza",-99.16348,19.43118,"http://sic.gob.mx/ficha.php?table=museo&table_id=965","2020-05-06 12:49:18-05"
1907,"Museo de Sitio del Antiguo Hospital Concepción Béistegui","Ciencia y tecnología","2015-08-15","Fundación para Ancianos Concepción Béistegui,  I.A.P.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Regina 7 Planta Alta","Centro Histórico","06010","(55) 5709 3124","https://www.gob.mx/agn/articulos/archivo-historico-en-un-museo-de-sitio","","museodsitioconcepcionbesitegui@gmail.com","@BeisteguiMuseo",-99.13836,19.42791,"http://sic.gob.mx/ficha.php?table=museo&table_id=1907","2020-05-11 16:31:32-05"
2066,"Museo Kaluz","","2020-10-23","Fundación Cultural Kalux",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Hidalgo 85","Col. Guerrero","06300","55 2345 3168","https://museokaluz.org/","","info@museokaluz.org; maregalado@kaluz.com","",-99.14589,19.43746,"http://sic.gob.mx/ficha.php?table=museo&table_id=2066","2021-07-20 04:15:54-05"
708,"Museo del Instituto Cultural México Israel","Historia","1993-10-19","Instituto Cultural México Israel, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Repúblia de El Salvador 41","Centro Histórico","06080","(55) 5709 8812","http://www.mexico-israel.org/index.php?id=3","","contacto@mexico-israel.org","",-99.1384,19.42964,"http://sic.gob.mx/ficha.php?table=museo&table_id=708","2020-05-07 16:15:44-05"
43,"Museo de Cera de la Ciudad de México","Especializado","1979-08-01","Museo de Cera de la Ciudad de México, S.A. de C.V.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Londres 6","Col. Juárez","06600","(55) 5546 7670","http://www.museodecera.com.mx/","","coordinacion@grupomuseodecera.com","museodecera",-99.15712,19.42844,"http://sic.gob.mx/ficha.php?table=museo&table_id=43","2020-05-07 16:23:42-05"
1114,"Museo Ferrocarrilero Víctor Flores Morales","Historia","2001-07-17","Sindicato de Trabajadores Ferrocarrileros de la República Mexicana",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Ricardo Flores Magón 206","Col. Guerrero","06300","(55) 5597 1009","","","museoferrovm@gmail.com; marquezgonzalez@hotmail.com","",-99.15125,19.45383,"http://sic.gob.mx/ficha.php?table=museo&table_id=1114","2020-05-07 17:31:03-05"
462,"Museo Franz Mayer","Arte","1986-07-15","Fideicomiso administrado por el Banco de México",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Hidalgo 45","Centro","06300","55 5521 1325","http://www.franzmayer.org.mx","https://www.facebook.com/pages/Museo-Franz-Mayer/180096403334","museo@franzmayer.org.mx","el_mayer",-99.14321,19.43726,"http://sic.gob.mx/ficha.php?table=museo&table_id=462","2020-03-31 07:17:52-06"
812,"Museo Nacional de la Estampa (MUNAE)","Arte","1986-12-17","Secretaría de Cultura/INBA",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Hidalgo 39, Plaza de la Santa Veracruz","Centro","06050","55 8647 5220 exts. 5440, 5443","http://www.museonacionaldelaestampa.bellasartes.gob.mx/","","munae.informes@inba.gob.mx","MUNAE",-99.1427,19.43687,"http://sic.gob.mx/ficha.php?table=museo&table_id=812","2020-05-04 14:38:32-05"
2069,"Casa Guillermo Tovar de Teresa","Arte","2018-12-20","Fundación Carlos Slim, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Calle Valladolid 52","Col. Roma","06700","55 1103 9800","http://www.museosoumaya.org/inicio/exposiciones/casa-guillermo-tovar-de-teresa/","","","ElMuseoSoumaya",-99.16816,19.42005,"http://sic.gob.mx/ficha.php?table=museo&table_id=2069","2020-07-06 08:24:45-05"
2029,"Museo Interactivo de la Bolsa Mexicana de Valores","","2019-04-08","Grupo BMV",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Paseo de la Reforma 255 Mezzanine","Col. Cuauhtémoc","06500","01800 288 2872 ","http://www.bmv.com.mx/es/Grupo_BMV/Experiencia_Bolsa","","","",-99.16448,19.42919,"http://sic.gob.mx/ficha.php?table=museo&table_id=2029","2019-04-12 04:39:27-05"
802,"Museo Nacional de las Culturas del Mundo","Historia","1965-12-05","Secretaría de Cultura/INAH",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Moneda 13","Centro Histórico","06060","55 5510 9922","http://www.museodelasculturas.mx/","","difusion.mnc@inah.gob.mx; gloria_artis@inah.gob.mx","MuseoCulturas",-99.13076,19.43271,"http://sic.gob.mx/ficha.php?table=museo&table_id=802","2020-12-08 07:51:57-06"
1523,"Museo de Sitio ","Arqueología","2012-01-29","Centro Cultural de España ",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Donceles 97","Centro","06010","55 5521 1925 al 28","http://ccemx.org/museo-del-sitio/","","info.mx@aecid.es","",-99.13262,19.43525,"http://sic.gob.mx/ficha.php?table=museo&table_id=1523","2021-07-27 08:45:18-05"
1806,"Museo de la Tortura","Historia","2012-04-06","Medieval Criminal Museum, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Calle Tacuba 15","Centro Histórico","06000","55 5521 4651","","","museomedieval@yahoo.com.mx","",-99.1384,19.43556,"http://sic.gob.mx/ficha.php?table=museo&table_id=1806","2021-03-05 04:32:20-06"
2025,"Museo Histórico de Palacio Nacional ","Historia","2018-06-22","Secretaría de Hacienda y Crédito Público",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Calle de Moneda s/n","Centro","06066","55 3688 1261, 55 3688 1666","","https://www.facebook.com/arteyculturashcp/","difisioncultural@hacienda.gob.mx","",-99.13137,19.43285,"http://sic.gob.mx/ficha.php?table=museo&table_id=2025","2021-06-24 03:26:03-05"
1105,"Museo del Estanquillo","Antropología","2006-11-23","Fideicomiso Museo del Estanquillo",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Isabel la Católica 26","Centro","06000","55 5521 3052 ext. 101","http://www.museodelestanquillo.cdmx.gob.mx/elmuseo/museo-del-estanquillo","","estanquillo.museo@gmail.com","m_estanquillo",-99.13613,19.43331,"http://sic.gob.mx/ficha.php?table=museo&table_id=1105","2021-03-05 05:07:47-06"
1728,"Museo Ídolos del Esto","Especializado","2008-11-18","Organización Editorial Mexicana, S.A. de C.V.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Guillermo Prieto 7","Col. San Rafael","06470","55  5566 1511 ext. 1285","","","mi_esto@oem.com.mx","",-99.15971,19.43813,"http://sic.gob.mx/ficha.php?table=museo&table_id=1728","2021-03-05 06:04:24-06"
1464,"Galerías de la Antigua Academia de San Carlos","Arte","2010-11-03","UNAM/Facultad de Artes y Diseño",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Academia 22, piso 1","Antiguo Barrio Universitario, Centro Histórico","06060","55 5522 3387 ext. 214","http://academiasancarlos.unam.mx/","		   				 				    			 				 			","difusion.cultural.aasc@fad.unam.mx","",-99.12878,19.43302,"http://sic.gob.mx/ficha.php?table=museo&table_id=1464","2021-03-04 04:29:20-06"
1532,"Mundo Chocolate Museo (MUCHO)","Especializado","2010-05-24","Fundación MUCHO, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Milán 45","Col. Juárez","06600","55 5514 1737","http://www.mucho.org.mx","","contacto@mucho.org.mx","",-99.15716,19.42944,"http://sic.gob.mx/ficha.php?table=museo&table_id=1532","2021-03-04 04:48:45-06"
15,"Museo de lo Increíble Ripley","Especializado","1992-12-09","Atracciones Culturales de México, S.A. de C.V.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Londres 4","Col. Juárez","06600","55 5546 3784","http://www.museodecera.com.mx/","","mucera@grupomuseodecera.com; coordinacion@grupomuseodecera.com","museoripley",-99.15671,19.42847,"http://sic.gob.mx/ficha.php?table=museo&table_id=15","2021-03-05 04:36:15-06"
1106,"Museo del Juguete Antiguo México","Especializado","2008-04-29","Conservación y Rescate de la Cultura Popular de México, S.A. de C.V.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Dr. Olvera 15 ","Col. Doctores","06720","55 5588 2100","http://museodeljuguete.mx/","","hola@museodeljuguete.mx","MuseodelJuguete",-99.14406,19.41531,"http://sic.gob.mx/ficha.php?table=museo&table_id=1106","2021-03-05 05:10:50-06"
